,state,tot_co2,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,FIPS,Unnamed: 0,CSA Code,CBSA Title,MSAMCA,center-outer,city,city_pop2014,county_pop2002,county_co2_pc_tons,county,county_land_area_sqmi,top_level,CSA,density_sqmi_county
923,TN,3626933.06082,154253.141401,208475.847048,265241.901578,1335200.2187,1243585.42205,0.0,88123.5874982,221514.91813,110538.024422,47157.0,672,368.0,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Central,"Memphis, TN-MS-AR",1343230,902605,4.01829489181,Shelby County,763.174,"Memphis-Forrest City, TN-MS-AR",True,1182.69883408
925,TN,428334.060768,22868.1916449,78521.2060149,17471.2377765,2239.95601088,246428.965955,0.0,11860.618938,29813.8531545,19130.0312731,47163.0,563,304.0,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan Statistical Area,Central,"Kingsport-Bristol-Bristol, TN-VA",308079,152605,2.80681537805,Sullivan County,413.363,"Johnson City-Kingsport-Bristol, TN-VA",True,369.179147626
926,TN,2194546.16222,9683.09470121,42531.5485827,29227.7911694,1900332.61722,173647.709401,0.0,5226.15136411,13136.8956198,20760.3541579,47165.0,735,400.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central,"Nashville-Davidson--Murfreesboro--Franklin, TN",1792649,136009,16.1353010626,Sumner County,529.449,"Nashville-Davidson--Murfreesboro, TN",True,256.887821112
931,TN,220410.988246,18640.9128903,31901.98789,15812.137569,0.0,141708.695951,0.0,0.0,0.0,12347.2539449,47179.0,532,304.0,"Johnson City, TN",Metropolitan Statistical Area,Central,"Johnson City, TN",201091,109294,2.01667967359,Washington County,326.465,"Johnson City-Kingsport-Bristol, TN-VA",True,334.780144885
932,TN,364349.841056,28853.7840844,19912.27102,35611.3548993,0.0,249799.739962,0.0,0.0,0.0,30172.6910906,47187.0,737,400.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central,"Nashville-Davidson--Murfreesboro--Franklin, TN",1792649,136335,2.67246005102,Williamson County,582.599,"Nashville-Davidson--Murfreesboro, TN",True,234.011730195
933,TN,291834.567756,7895.4382756,34841.5582443,18260.0902313,0.0,199987.386734,0.0,3565.83085348,8963.37283617,18320.8905813,47189.0,738,400.0,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Central,"Nashville-Davidson--Murfreesboro--Franklin, TN",1792649,93035,3.13682557915,Wilson County,570.826,"Nashville-Davidson--Murfreesboro, TN",True,162.983115696
941,TX,558137.81719,33300.0339718,74090.2167788,18828.7637922,0.0,358464.883536,0.0,11531.9177117,28987.6038877,32934.3975116,48027.0,559,,"Killeen-Temple, TX",Metropolitan Statistical Area,Central,"Killeen-Temple, TX",424858,248009,2.25047404405,Bell County,1051.016,"Killeen-Temple, TX",False,235.970717858
942,TX,6123011.8867,260221.610032,279373.103811,63330.2242778,3165509.56526,1729324.0581,238185.419986,62123.6425533,156159.257352,168785.005326,48029.0,971,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Central,"San Antonio-New Braunfels, TX",2328652,1439835,4.25257886265,Bexar County,1239.82,"San Antonio-New Braunfels, TX",False,1161.32583762
943,TX,320703.026769,12906.527298,81968.5126215,18778.0972384,0.0,194723.005696,0.0,0.0,0.0,12326.8839148,48037.0,1101,,"Texarkana, TX-AR",Metropolitan Statistical Area,Central,"Texarkana, TX-AR",149235,89190,3.59572852079,Bowie County,885.006,"Texarkana, TX-AR",False,100.77897777
944,TX,2769103.979,32100.4373777,1658628.96166,29880.9442372,675434.991752,265731.186438,0.0,16996.678885,42724.2949766,47606.4836747,48039.0,474,288.0,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Central,"Houston-The Woodlands-Sugar Land, TX",6490180,255306,10.8462158312,Brazoria County,1357.701,"Houston-The Woodlands, TX",True,188.04287542
945,TX,465729.127551,19713.4314939,19068.7394425,18244.6946984,88146.2078967,253400.557173,0.0,13574.7688394,34122.6880118,19458.039995,48041.0,274,,"College Station-Bryan, TX",Metropolitan Statistical Area,Central,"College Station-Bryan, TX",242905,156870,2.96888587717,Brazos County,585.445,"College Station-Bryan, TX",False,267.950020924
949,TX,589178.469945,34195.9441777,42219.6396778,2914.0821143,78977.5842485,326181.020606,0.0,14955.4397445,37593.2508775,52141.5084991,48061.0,178,154.0,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,Central,"Brownsville-Harlingen, TX",420392,349544,1.68556310492,Cameron County,890.922,"Brownsville-Harlingen-Raymondville, TX",True,392.339621201
951,TX,1565346.8803,1852.23843823,481898.694535,1506.16818716,961868.109275,102773.821812,0.0,1234.60995526,3103.42061924,11109.8174752,48071.0,475,288.0,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Central,"Houston-The Woodlands-Sugar Land, TX",6490180,26967,58.046756417,Chambers County,597.137,"Houston-The Woodlands, TX",True,45.1604908086
953,TX,1191856.54695,77187.9765363,104598.719315,43344.1788784,163489.115551,595423.366707,0.0,18288.6965009,45972.0192694,143552.474188,48085.0,312,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,568810,2.09535090267,Collin County,841.225,"Dallas-Fort Worth, TX-OK",True,676.168682576
954,TX,463285.831182,12296.25263,17454.083206,16373.9989699,0.0,166022.203314,234842.466735,0.0,0.0,16296.8263265,48091.0,972,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Central,"San Antonio-New Braunfels, TX",2328652,84247,5.49913743138,Comal County,559.476,"San Antonio-New Braunfels, TX",False,150.581973132
955,TX,71437.1660675,3575.286126,2464.29801525,5089.7901739,0.0,54166.5670365,0.0,450.90102714,1133.42391377,4556.89977492,48099.0,560,,"Killeen-Temple, TX",Metropolitan Statistical Area,Central,"Killeen-Temple, TX",424858,73341,0.974041342052,Coryell County,1052.066,"Killeen-Temple, TX",False,69.7114059384
957,TX,6366917.38478,673756.448353,878007.661084,487922.149603,734565.376787,2980258.51821,0.0,84865.9921608,213326.345086,314214.893497,48113.0,313,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,2280415,2.79199943202,Dallas County,871.279,"Dallas-Fort Worth, TX-OK",True,2617.31890703
959,TX,1088914.85756,15797.7284264,291907.638509,25674.173947,488358.215975,162046.103843,75773.607282,4636.76556242,11655.3658095,13065.2582044,48135.0,781,372.0,"Odessa, TX",Metropolitan Statistical Area,Central,"Odessa, TX",153904,121768,8.94253709972,Ector County,897.687,"Midland-Odessa, TX",True,135.646388998
960,TX,1886453.53647,7730.139655,76471.4153198,948.271546904,732336.529362,202120.025593,827938.091524,4477.86047272,11255.9299135,23175.273082,48139.0,315,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,119498,15.7864862715,Ellis County,935.487,"Dallas-Fort Worth, TX-OK",True,127.738814115
961,TX,1616575.37421,76495.6199062,399019.167688,142220.561533,268480.611411,597938.311534,0.0,21695.5223242,54535.6995595,56189.8802561,48141.0,383,238.0,"El Paso, TX",Metropolitan Statistical Area,Central,"El Paso, TX",836698,688771,2.34704331949,El Paso County,1012.693,"El Paso-Las Cruces, TX-NM",True,680.138008261
963,TX,5784789.22061,32871.6147833,104453.243957,40714.457209,5127999.78209,368868.345068,0.0,18391.5532779,46230.5631668,45259.6610566,48157.0,476,288.0,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Central,"Houston-The Woodlands-Sugar Land, TX",6490180,396554,14.5876456185,Fort Bend County,861.481,"Houston-The Woodlands, TX",True,460.31659433
964,TX,2101789.48668,61230.0771076,1066519.68404,36231.9061514,544693.256572,272475.24984,0.0,21897.1110812,55042.4328545,43699.7690341,48167.0,477,288.0,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Central,"Houston-The Woodlands-Sugar Land, TX",6490180,260102,8.08063562249,Galveston County,378.358,"Houston-The Woodlands, TX",True,687.449452635
965,TX,318173.816225,14065.735861,38138.8886823,19729.8509592,0.0,213695.573031,0.0,4315.76697405,10848.4759175,17379.5247998,48181.0,1045,206.0,"Sherman-Denison, TX",Metropolitan Statistical Area,Central,"Sherman-Denison, TX",123534,113256,2.80933298214,Grayson County,932.804,"Dallas-Fort Worth, TX-OK",True,121.414573694
966,TX,944843.418446,29437.5948602,497451.207465,21878.4340751,114126.870989,214211.660029,0.0,13877.752297,34884.2924543,18975.6062765,48183.0,623,346.0,"Longview, TX",Metropolitan Statistical Area,Central,"Longview, TX",217481,112403,8.4058558797,Gregg County,273.303,"Longview-Marshall, TX",True,411.276129424
967,TX,786608.795965,5418.64800337,22263.8135009,17120.1321693,568812.208124,146282.066016,0.0,2576.57729794,6476.70428581,17658.6465672,48187.0,973,,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,Central,"San Antonio-New Braunfels, TX",2328652,94132,8.3564440994,Guadalupe County,711.3,"San Antonio-New Braunfels, TX",False,132.337972726
969,TX,19419975.8645,792881.231764,9890447.56449,527812.374223,2526956.46669,4425203.95714,0.0,205405.97018,516325.845283,534942.454764,48201.0,478,288.0,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Central,"Houston-The Woodlands-Sugar Land, TX",6490180,3557879,5.45830138252,Harris County,1703.478,"Houston-The Woodlands, TX",True,2088.5969763
970,TX,609724.400984,11813.6624379,24102.0733107,4129.34489295,203421.627238,196987.920446,157954.541667,0.0,0.0,11315.2309919,48209.0,100,,"Austin-Round Rock, TX",Metropolitan Statistical Area,Central,"Austin-Round Rock, TX",1943299,111935,5.44712914623,Hays County,677.978,"Austin-Round Rock, TX",False,165.101227473
971,TX,1438398.36483,45375.6569698,56890.8176274,18689.7626568,669279.497126,545840.806085,0.0,13017.2065769,32721.1577757,56583.4600129,48215.0,663,365.0,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Central,"McAllen-Edinburg-Mission, TX",831073,607449,2.36793272329,Hidalgo County,1570.865,"McAllen-Edinburg, TX",True,386.697138201
976,TX,3655562.04302,40430.2151157,2966924.75559,43993.8098332,157885.841358,381340.452623,0.0,9073.38271187,22807.622399,33105.9633915,48245.0,125,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Central,"Beaumont-Port Arthur, TX",405427,248274,14.7239019914,Jefferson County,876.295,"Beaumont-Port Arthur, TX",False,283.322397138
977,TX,380079.7342,8600.69325861,21745.2163414,10511.7671652,169793.392867,145280.484776,0.0,3255.04939279,8182.16564391,12710.9647554,48251.0,320,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,134816,2.81924796908,Johnson County,724.692,"Dallas-Fort Worth, TX-OK",True,186.032135031
983,TX,998830.555015,43475.9214343,43309.0433727,88891.4241266,392054.084121,323208.91863,0.0,20083.4975896,50483.5766497,37324.0890905,48303.0,642,352.0,"Lubbock, TX",Metropolitan Statistical Area,Central,"Lubbock, TX",305644,248910,4.01281810701,Lubbock County,895.599,"Lubbock-Levelland, TX",True,277.925723454
985,TX,1096343.63495,33752.3353212,59226.1963408,3134.13388512,511951.856967,376990.826332,13928.9719293,19665.9852283,49434.0817101,28259.2472392,48309.0,1164,,"Waco, TX",Metropolitan Statistical Area,Central,"Waco, TX",260430,217272,5.04594993811,McLennan County,1037.101,"Waco, TX",False,209.499364093
988,TX,430152.364664,20740.9116215,110195.223958,28863.6509981,2.57683372469,168954.990857,0.0,22577.8865969,56753.6909625,22063.4328373,48329.0,683,372.0,"Midland, TX",Metropolitan Statistical Area,Central,"Midland, TX",161290,116953,3.67799342184,Midland County,900.299,"Midland-Odessa, TX",True,129.904620576
991,TX,3255505.69266,58280.0319575,1999148.70634,10611.8232982,533949.378009,505685.552127,0.0,25791.183885,64830.9088825,57208.1081686,48355.0,306,204.0,"Corpus Christi, TX",Metropolitan Statistical Area,Central,"Corpus Christi, TX",448108,312891,10.404599981,Nueces County,838.482,"Corpus Christi-Kingsville-Alice, TX",True,373.163645731
993,TX,2771446.56361,8550.77019841,931126.681789,10968.998818,1645743.2118,158466.854864,0.0,1304.1854775,3278.30989251,12007.5507759,48361.0,127,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,Central,"Beaumont-Port Arthur, TX",405427,83882,33.0398245585,Orange County,333.669,"Beaumont-Port Arthur, TX",False,251.392847403
995,TX,2998695.21638,22954.1178589,72643.9683133,44535.9958153,2529196.3212,232102.290696,0.0,22947.1119038,57681.8037283,16633.6068597,48375.0,39,108.0,"Amarillo, TX",Metropolitan Statistical Area,Central,"Amarillo, TX",259885,115809,25.893455745,Potter County,908.37,"Amarillo-Borger, TX",True,127.491000363
996,TX,220510.463738,8812.52250695,15579.3115785,48984.9581656,0.0,138118.139601,0.0,0.0,0.0,9015.53188624,48381.0,40,108.0,"Amarillo, TX",Metropolitan Statistical Area,Central,"Amarillo, TX",259885,105859,2.08305825427,Randall County,911.544,"Amarillo-Borger, TX",True,116.131530678
998,TX,140515.705145,3732.59467523,5907.3928197,10764.9253231,0.0,91654.1058005,0.0,4084.60812861,10267.4158982,14104.6625,48397.0,318,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,50819,2.76502302575,Rockwall County,127.036,"Dallas-Fort Worth, TX-OK",True,400.036210208
1000,TX,662318.684384,4423.19377177,44627.7432206,10321.6084095,464582.839462,120718.944831,0.0,1206.59015969,3032.98789494,13404.7766347,48409.0,307,204.0,"Corpus Christi, TX",Metropolitan Statistical Area,Central,"Corpus Christi, TX",448108,66960,9.89125872736,San Patricio County,693.451,"Corpus Christi-Kingsville-Alice, TX",True,96.5605356399
1001,TX,1024562.98022,35924.9710254,539181.699678,32275.510745,0.0,330049.258437,0.0,17545.3092346,44103.3771879,25482.8539144,48423.0,1136,540.0,"Tyler, TX",Metropolitan Statistical Area,Central,"Tyler, TX",218842,180546,5.67480298773,Smith County,921.454,"Tyler-Jacksonville, TX",True,195.935988123
1003,TX,4554328.6962,329652.85792,585895.05264,216681.30199,583056.028411,1835660.54752,0.0,226176.590508,568536.627741,208669.689471,48439.0,323,206.0,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,Central,"Dallas-Fort Worth-Arlington, TX",6954330,1523284,2.98980931737,Tarrant County,863.608,"Dallas-Fort Worth, TX-OK",True,1763.86045521
1004,TX,382555.269385,22337.7938529,15469.0881243,27424.5833976,0.0,249407.645342,0.0,15101.3411684,37960.0125738,14854.8049265,48441.0,2,,"Abilene, TX",Metropolitan Statistical Area,Central,"Abilene, TX",168592,125341,3.05211598268,Taylor County,915.552,"Abilene, TX",False,136.902109329
1005,TX,375540.909614,14515.0889676,15158.8313706,16513.9932022,91942.4567952,152919.352432,0.0,19515.3436727,49055.4211889,15920.4219839,48451.0,968,,"San Angelo, TX",Metropolitan Statistical Area,Central,"San Angelo, TX",118182,104041,3.60954729014,Tom Green County,1521.972,"San Angelo, TX",False,68.359339068
1006,TX,2281421.79184,172722.512217,243773.762112,125491.581654,382041.260539,1099350.1171,0.0,35201.0990325,88484.4673732,134356.991815,48453.0,101,,"Austin-Round Rock, TX",Metropolitan Statistical Area,Central,"Austin-Round Rock, TX",1943299,852965,2.67469566963,Travis County,990.202,"Austin-Round Rock, TX",False,861.405046647
1009,TX,407319.150747,17964.4193123,14708.5109625,10933.4990784,85905.7177891,214449.371566,0.0,13234.7400595,33267.9638703,16854.9281092,48479.0,595,,"Laredo, TX",Metropolitan Statistical Area,Central,"Laredo, TX",266673,205096,1.98599266074,Webb County,3361.482,"Laredo, TX",False,61.0135648503
1010,TX,308585.106268,18696.4182329,40835.8090286,28283.008673,0.0,163442.696094,0.0,11861.8630827,29816.9860545,15648.3251029,48485.0,1237,,"Wichita Falls, TX",Metropolitan Statistical Area,Central,"Wichita Falls, TX",151536,130128,2.37139667303,Wichita County,627.776,"Wichita Falls, TX",False,207.284126822
1011,TX,534825.878355,23402.3515006,35106.1008395,29566.577736,0.0,334990.491803,0.0,14589.5339202,36673.4925116,60497.3300442,48491.0,102,,"Austin-Round Rock, TX",Metropolitan Statistical Area,Central,"Austin-Round Rock, TX",1943299,289810,1.84543624566,Williamson County,1118.303,"Austin-Round Rock, TX",False,259.151589507
1014,UT,250247.687374,24186.2073445,27385.6943512,25717.481845,67.9343437466,144639.061277,0.0,2090.69016571,5255.33792292,20905.2801237,49003.0,782,482.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central,"Ogden-Clearfield, UT",632293,44522,5.62076473146,Box Elder County,5745.551,"Salt Lake City-Provo-Orem, UT",True,7.74895218927
1015,UT,306462.813875,37018.5575258,15833.6325945,56007.360218,160.193163218,123313.468218,0.0,16338.59851,41070.083968,16720.9196779,49005.0,619,,"Logan, UT-ID",Metropolitan Statistical Area,Central,"Logan, UT-ID",131364,97277,3.15041390951,Cache County,1164.813,"Logan, UT-ID",False,83.5129759026
1016,UT,1056136.9306,1919.78705944,575066.674445,131156.980713,1084.59902035,313822.18483,0.0,5.50530541353,13.8369748629,33067.3622516,49011.0,783,482.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central,"Ogden-Clearfield, UT",632293,249835,4.22733776532,Davis County,298.778,"Salt Lake City-Provo-Orem, UT",True,836.189411536
1019,UT,2626152.64145,28027.8028331,327956.415219,568641.864417,178499.969063,1080345.3566,0.0,94889.3652204,238521.945261,109269.922835,49035.0,965,482.0,"Salt Lake City, UT",Metropolitan Statistical Area,Central,"Salt Lake City, UT",1153340,924534,2.84051494206,Salt Lake County,742.282,"Salt Lake City-Provo-Orem, UT",True,1245.52932713
1021,UT,849908.390313,17756.5095042,109744.921893,179237.717389,371.222105193,452850.830211,0.0,11797.9906737,29656.4337811,48492.7647562,49049.0,874,482.0,"Provo-Orem, UT",Metropolitan Statistical Area,Central,"Provo-Orem, UT",571460,397269,2.13937757618,Utah County,2003.454,"Salt Lake City-Provo-Orem, UT",True,198.29204963
1022,UT,228322.464167,13339.0084175,440.508184617,32375.5857635,1533.67440489,143876.410641,0.0,4439.5301859,11159.5799644,21158.1666053,49053.0,937,,"St. George, UT",Metropolitan Statistical Area,Central,"St. George, UT",151948,99432,2.29626744074,Washington County,2426.358,"St. George, UT",False,40.9799378328
1023,UT,452769.099939,25851.2510978,21619.9678642,120309.501546,13438.7762417,214623.289906,0.0,9810.20639737,24659.7636556,22456.34323,49057.0,785,482.0,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Central,"Ogden-Clearfield, UT",632293,204548,2.21351027602,Weber County,576.084,"Salt Lake City-Provo-Orem, UT",True,355.066275057
1024,VT,647159.160425,94524.6205653,43686.1885776,131156.190633,72913.9959859,214690.057808,0.0,19017.9434392,47805.1109012,23365.0525141,50007.0,185,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,Central,"Burlington-South Burlington, VT",216167,148795,4.34933405306,Chittenden County,536.578,"Burlington-South Burlington, VT",False,277.303579349
1028,VT,215057.619676,11115.6097131,2916.75388593,42518.6209273,0.0,147211.775746,0.0,1041.62758981,2618.32114905,7634.91066469,50027.0,262,,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,Central,"Claremont-Lebanon, NH-VT",217634,57678,3.72859009806,Windsor County,969.337,"Claremont-Lebanon, NH-VT",False,59.5025259533
1029,VA,342376.403405,30777.6498544,48815.9322152,22882.7141447,243.563645075,178591.650408,0.0,12296.362253,30909.1778187,17859.3530654,51003.0,217,,"Charlottesville, VA",Metropolitan Statistical Area,Central,"Charlottesville, VA",226968,86366,3.96424985996,Albemarle County,720.698,"Charlottesville, VA",False,119.836602849
1031,VA,113593.265764,2358.05300771,49382.9079555,9335.83779182,0.0,47900.4798253,0.0,0.0,0.0,4615.98718344,51009.0,645,,"Lynchburg, VA",Metropolitan Statistical Area,Central,"Lynchburg, VA",257835,31756,3.57706467325,Amherst County,473.934,"Lynchburg, VA",False,67.0051104162
1033,VA,562050.956221,52276.6487741,53625.0988275,50556.3329866,0.0,225234.905383,0.0,41948.435197,105445.138205,32964.3968471,51013.0,1180,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,195469,2.87539689782,Arlington County,25.974,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,7525.56402556
1034,VA,562050.956221,52276.6487741,53625.0988275,50556.3329866,0.0,225234.905383,0.0,41948.435197,105445.138205,32964.3968471,51013.0,1181,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,195469,2.87539689782,Arlington County,25.974,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,7525.56402556
1035,VA,332560.596646,5168.63338853,111751.033044,20229.5963945,0.0,174239.065197,0.0,2558.03000907,6430.08248628,12184.1561264,51015.0,1079,277.0,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,Central,"Staunton-Waynesboro, VA",119766,66476,5.00271671951,Augusta County,966.999,"Harrisonburg-Staunton-Waynesboro, VA",True,68.7446419283
1036,VA,207844.659382,3177.87220879,96618.1862523,18030.1682838,7.13997677893,79835.1950528,0.0,0.0,0.0,10176.0976073,51019.0,647,,"Lynchburg, VA",Metropolitan Statistical Area,Central,"Lynchburg, VA",257835,61356,3.3875197109,Bedford County,753.021,"Lynchburg, VA",False,81.4797993681
1037,VA,300005.707385,1933.60728025,30753.0233619,9160.14077198,0.0,117732.281492,134950.389375,0.0,0.0,5476.26510405,51023.0,909,,"Roanoke, VA",Metropolitan Statistical Area,Central,"Roanoke, VA",313388,31058,9.65953079352,Botetourt County,541.202,"Roanoke, VA",False,57.3870754358
1039,VA,345099.564714,3068.65101594,107821.714897,15073.9509043,101214.978934,81024.5811386,0.0,7328.38429872,18421.2438424,11146.059683,51031.0,648,,"Lynchburg, VA",Metropolitan Statistical Area,Central,"Lynchburg, VA",257835,51397,6.71439120403,Campbell County,503.867,"Lynchburg, VA",False,102.005092614
1042,VA,3030746.26421,36183.5816736,323826.790822,73192.0468261,2192459.03129,345961.524082,0.0,8202.62626223,20618.8138707,30301.849382,51041.0,891,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,269390,11.2504037426,Chesterfield County,423.297,"Richmond, VA",False,636.408951634
1048,VA,132975.387495,5726.23345582,27450.947846,7258.76113876,20.1667151085,67152.2027594,0.0,5874.49901537,14766.6363787,4725.94018625,51053.0,892,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,24650,5.39453904646,Dinwiddie County,503.716,"Richmond, VA",False,48.9363053784
1049,VA,2181548.05504,174625.352259,264061.581863,258121.892896,0.0,1386626.10023,0.0,0.0,0.0,98113.1277974,51059.0,1186,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,989551,2.20458375065,Fairfax County,390.969,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,2531.0216411
1050,VA,2181548.05504,174625.352259,264061.581863,258121.892896,0.0,1386626.10023,0.0,0.0,0.0,98113.1277974,51059.0,1187,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,989551,2.20458375065,Fairfax County,390.969,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,2531.0216411
1051,VA,273801.34858,4986.76678022,17894.1738396,16019.4377178,29938.4386145,173097.330493,0.0,3733.10338547,9383.845182,18748.2525672,51061.0,1188,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,59224,4.62314853066,Fauquier County,647.449,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,91.4728418763
1052,VA,273801.34858,4986.76678022,17894.1738396,16019.4377178,29938.4386145,173097.330493,0.0,3733.10338547,9383.845182,18748.2525672,51061.0,1189,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,59224,4.62314853066,Fauquier County,647.449,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,91.4728418763
1056,VA,315597.182752,3838.24671909,88378.4977825,17450.6373258,1585.61168696,154327.542109,0.0,6665.9742416,16756.1606089,26594.5122778,51069.0,1241,548.0,"Winchester, VA-WV",Metropolitan Statistical Area,Central,"Winchester, VA-WV",133403,62796,5.02575295802,Frederick County,413.496,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,151.866039817
1058,VA,82241.8818923,2788.26891215,5215.63274809,10037.4520048,3294.05244827,53985.5721934,0.0,0.0,0.0,6920.90358558,51073.0,1148,545.0,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Central,"Virginia Beach-Norfolk-Newport News, VA-NC",1716624,35656,2.30653696131,Gloucester County,217.807,"Virginia Beach-Norfolk, VA-NC",True,163.704564132
1061,VA,393310.741582,11086.7299463,85909.9559906,26026.518634,18999.7168195,210861.045688,0.0,6403.86815926,16097.3046655,17925.6016791,51085.0,894,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,91494,4.29875993597,Hanover County,468.536,"Richmond, VA",False,195.276350163
1062,VA,872182.550993,53827.3965172,222932.680503,76160.2088839,0.25660969175,392091.346045,0.0,24144.2651937,60691.0691986,42335.3280414,51087.0,895,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,268224,3.25169466935,Henrico County,233.697,"Richmond, VA",False,1147.74258976
1066,VA,828524.396089,24450.3995708,80152.4064813,51717.0191412,0.0,291074.317355,0.0,89407.7925629,224743.004273,66979.4567051,51107.0,1190,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6033737,203122,4.07894957754,Loudoun County,515.561,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,393.98247734
1067,VA,828524.396089,24450.3995708,80152.4064813,51717.0191412,0.0,291074.317355,0.0,89407.7925629,224743.004273,66979.4567051,51107.0,1191,548.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Central,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4759615,203122,4.07894957754,Loudoun County,515.561,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",True,393.98247734
1069,VA,368557.433163,21355.2776985,101458.758481,23691.290334,58161.7301514,138631.688037,0.0,3847.63282542,9671.73567915,11739.3199566,51121.0,150,,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area,Central,"Blacksburg-Christiansburg-Radford, VA",181605,85089,4.33143453517,Montgomery County,387.014,"Blacksburg-Christiansburg-Radford, VA",False,219.860263453
1072,VA,297211.535641,2467.71260465,175796.665751,18969.8899369,0.0,91539.1981628,0.0,0.0,0.0,8438.06918567,51143.0,327,,"Danville, VA",Micropolitan Statistical Area,Central,"Danville, VA",104827,61356,4.8440500626,Pittsylvania County,968.941,"Danville, VA",False,63.3227410131
1074,VA,107280.342666,4672.53003998,15155.1245348,9189.8244814,0.0,73271.9422101,0.0,0.0,0.0,4990.92140004,51149.0,899,,"Richmond, VA",Metropolitan Statistical Area,Central,"Richmond, VA",1260029,35152,3.05189868759,Prince George County,265.155,"Richmond, VA",False,132.571514774
